date,geography,geography code,Value,Age,Occupation,Highest Level of Qualification
2011,North East,E12000001,40908,Age 25 to 49,3. Associate professional and technical occupations,Level 4 qualifications and above
2011,North West,E12000002,126605,Age 25 to 49,3. Associate professional and technical occupations,Level 4 qualifications and above
2011,Yorkshire and The Humber,E12000003,89630,Age 25 to 49,3. Associate professional and technical occupations,Level 4 qualifications and above
2011,East Midlands,E12000004,78874,Age 25 to 49,3. Associate professional and technical occupations,Level 4 qualifications and above
2011,West Midlands,E12000005,92727,Age 25 to 49,3. Associate professional and technical occupations,Level 4 qualifications and above
2011,East,E12000006,112282,Age 25 to 49,3. Associate professional and technical occupations,Level 4 qualifications and above
2011,London,E12000007,331783,Age 25 to 49,3. Associate professional and technical occupations,Level 4 qualifications and above
2011,South East,E12000008,201797,Age 25 to 49,3. Associate professional and technical occupations,Level 4 qualifications and above
2011,South West,E12000009,100898,Age 25 to 49,3. Associate professional and technical occupations,Level 4 qualifications and above
2011,Wales,W92000004,50221,Age 25 to 49,3. Associate professional and technical occupations,Level 4 qualifications and above
2011,North East,E12000001,2726,Age 25 to 49,3. Associate professional and technical occupations,Apprenticeships and other qualifications
2011,North West,E12000002,7707,Age 25 to 49,3. Associate professional and technical occupations,Apprenticeships and other qualifications
2011,Yorkshire and The Humber,E12000003,6798,Age 25 to 49,3. Associate professional and technical occupations,Apprenticeships and other qualifications
2011,East Midlands,E12000004,5533,Age 25 to 49,3. Associate professional and technical occupations,Apprenticeships and other qualifications
2011,West Midlands,E12000005,6154,Age 25 to 49,3. Associate professional and technical occupations,Apprenticeships and other qualifications
2011,East,E12000006,10607,Age 25 to 49,3. Associate professional and technical occupations,Apprenticeships and other qualifications
2011,London,E12000007,29751,Age 25 to 49,3. Associate professional and technical occupations,Apprenticeships and other qualifications
2011,South East,E12000008,14783,Age 25 to 49,3. Associate professional and technical occupations,Apprenticeships and other qualifications
2011,South West,E12000009,6807,Age 25 to 49,3. Associate professional and technical occupations,Apprenticeships and other qualifications
2011,Wales,W92000004,3005,Age 25 to 49,3. Associate professional and technical occupations,Apprenticeships and other qualifications
2011,North East,E12000001,2070,Age 25 to 49,4. Administrative and secretarial occupations,No qualifications
2011,North West,E12000002,6617,Age 25 to 49,4. Administrative and secretarial occupations,No qualifications
2011,Yorkshire and The Humber,E12000003,5107,Age 25 to 49,4. Administrative and secretarial occupations,No qualifications
2011,East Midlands,E12000004,4030,Age 25 to 49,4. Administrative and secretarial occupations,No qualifications
2011,West Midlands,E12000005,6060,Age 25 to 49,4. Administrative and secretarial occupations,No qualifications
2011,East,E12000006,5574,Age 25 to 49,4. Administrative and secretarial occupations,No qualifications
2011,London,E12000007,10058,Age 25 to 49,4. Administrative and secretarial occupations,No qualifications
2011,South East,E12000008,6943,Age 25 to 49,4. Administrative and secretarial occupations,No qualifications
2011,South West,E12000009,3228,Age 25 to 49,4. Administrative and secretarial occupations,No qualifications
2011,Wales,W92000004,2508,Age 25 to 49,4. Administrative and secretarial occupations,No qualifications
2011,North East,E12000001,14930,Age 25 to 49,4. Administrative and secretarial occupations,Level 1 qualifications
2011,North West,E12000002,43104,Age 25 to 49,4. Administrative and secretarial occupations,Level 1 qualifications
2011,Yorkshire and The Humber,E12000003,30445,Age 25 to 49,4. Administrative and secretarial occupations,Level 1 qualifications
2011,East Midlands,E12000004,27270,Age 25 to 49,4. Administrative and secretarial occupations,Level 1 qualifications
2011,West Midlands,E12000005,33611,Age 25 to 49,4. Administrative and secretarial occupations,Level 1 qualifications
2011,East,E12000006,43629,Age 25 to 49,4. Administrative and secretarial occupations,Level 1 qualifications
2011,London,E12000007,44889,Age 25 to 49,4. Administrative and secretarial occupations,Level 1 qualifications
2011,South East,E12000008,56965,Age 25 to 49,4. Administrative and secretarial occupations,Level 1 qualifications
2011,South West,E12000009,29440,Age 25 to 49,4. Administrative and secretarial occupations,Level 1 qualifications
2011,Wales,W92000004,15433,Age 25 to 49,4. Administrative and secretarial occupations,Level 1 qualifications
2011,North East,E12000001,23137,Age 25 to 49,4. Administrative and secretarial occupations,Level 2 qualifications
2011,North West,E12000002,61608,Age 25 to 49,4. Administrative and secretarial occupations,Level 2 qualifications
2011,Yorkshire and The Humber,E12000003,42110,Age 25 to 49,4. Administrative and secretarial occupations,Level 2 qualifications
2011,East Midlands,E12000004,36648,Age 25 to 49,4. Administrative and secretarial occupations,Level 2 qualifications
2011,West Midlands,E12000005,44613,Age 25 to 49,4. Administrative and secretarial occupations,Level 2 qualifications
2011,East,E12000006,52909,Age 25 to 49,4. Administrative and secretarial occupations,Level 2 qualifications
2011,London,E12000007,49713,Age 25 to 49,4. Administrative and secretarial occupations,Level 2 qualifications
2011,South East,E12000008,69823,Age 25 to 49,4. Administrative and secretarial occupations,Level 2 qualifications
2011,South West,E12000009,41215,Age 25 to 49,4. Administrative and secretarial occupations,Level 2 qualifications
2011,Wales,W92000004,23591,Age 25 to 49,4. Administrative and secretarial occupations,Level 2 qualifications
2011,North East,E12000001,18020,Age 25 to 49,4. Administrative and secretarial occupations,Level 3 qualifications
2011,North West,E12000002,44175,Age 25 to 49,4. Administrative and secretarial occupations,Level 3 qualifications
2011,Yorkshire and The Humber,E12000003,29947,Age 25 to 49,4. Administrative and secretarial occupations,Level 3 qualifications
2011,East Midlands,E12000004,26262,Age 25 to 49,4. Administrative and secretarial occupations,Level 3 qualifications
2011,West Midlands,E12000005,33168,Age 25 to 49,4. Administrative and secretarial occupations,Level 3 qualifications
2011,East,E12000006,33792,Age 25 to 49,4. Administrative and secretarial occupations,Level 3 qualifications
2011,London,E12000007,39256,Age 25 to 49,4. Administrative and secretarial occupations,Level 3 qualifications
2011,South East,E12000008,48517,Age 25 to 49,4. Administrative and secretarial occupations,Level 3 qualifications
2011,South West,E12000009,30446,Age 25 to 49,4. Administrative and secretarial occupations,Level 3 qualifications
2011,Wales,W92000004,17876,Age 25 to 49,4. Administrative and secretarial occupations,Level 3 qualifications
2011,North East,E12000001,20074,Age 25 to 49,4. Administrative and secretarial occupations,Level 4 qualifications and above
2011,North West,E12000002,57830,Age 25 to 49,4. Administrative and secretarial occupations,Level 4 qualifications and above
2011,Yorkshire and The Humber,E12000003,39254,Age 25 to 49,4. Administrative and secretarial occupations,Level 4 qualifications and above
2011,East Midlands,E12000004,33688,Age 25 to 49,4. Administrative and secretarial occupations,Level 4 qualifications and above
2011,West Midlands,E12000005,42369,Age 25 to 49,4. Administrative and secretarial occupations,Level 4 qualifications and above
2011,East,E12000006,45123,Age 25 to 49,4. Administrative and secretarial occupations,Level 4 qualifications and above
2011,London,E12000007,123150,Age 25 to 49,4. Administrative and secretarial occupations,Level 4 qualifications and above
2011,South East,E12000008,73559,Age 25 to 49,4. Administrative and secretarial occupations,Level 4 qualifications and above
2011,South West,E12000009,43669,Age 25 to 49,4. Administrative and secretarial occupations,Level 4 qualifications and above
2011,Wales,W92000004,25524,Age 25 to 49,4. Administrative and secretarial occupations,Level 4 qualifications and above
2011,North East,E12000001,1638,Age 25 to 49,4. Administrative and secretarial occupations,Apprenticeships and other qualifications
2011,North West,E12000002,5584,Age 25 to 49,4. Administrative and secretarial occupations,Apprenticeships and other qualifications
2011,Yorkshire and The Humber,E12000003,4049,Age 25 to 49,4. Administrative and secretarial occupations,Apprenticeships and other qualifications
2011,East Midlands,E12000004,4020,Age 25 to 49,4. Administrative and secretarial occupations,Apprenticeships and other qualifications
2011,West Midlands,E12000005,5012,Age 25 to 49,4. Administrative and secretarial occupations,Apprenticeships and other qualifications
2011,East,E12000006,6225,Age 25 to 49,4. Administrative and secretarial occupations,Apprenticeships and other qualifications
2011,London,E12000007,22992,Age 25 to 49,4. Administrative and secretarial occupations,Apprenticeships and other qualifications
2011,South East,E12000008,9929,Age 25 to 49,4. Administrative and secretarial occupations,Apprenticeships and other qualifications
2011,South West,E12000009,4266,Age 25 to 49,4. Administrative and secretarial occupations,Apprenticeships and other qualifications
2011,Wales,W92000004,1875,Age 25 to 49,4. Administrative and secretarial occupations,Apprenticeships and other qualifications
2011,North East,E12000001,7223,Age 25 to 49,5. Skilled trades occupations,No qualifications
2011,North West,E12000002,22277,Age 25 to 49,5. Skilled trades occupations,No qualifications
2011,Yorkshire and The Humber,E12000003,20630,Age 25 to 49,5. Skilled trades occupations,No qualifications
2011,East Midlands,E12000004,15336,Age 25 to 49,5. Skilled trades occupations,No qualifications
2011,West Midlands,E12000005,23330,Age 25 to 49,5. Skilled trades occupations,No qualifications
2011,East,E12000006,20839,Age 25 to 49,5. Skilled trades occupations,No qualifications
2011,London,E12000007,30548,Age 25 to 49,5. Skilled trades occupations,No qualifications
2011,South East,E12000008,26341,Age 25 to 49,5. Skilled trades occupations,No qualifications
2011,South West,E12000009,16267,Age 25 to 49,5. Skilled trades occupations,No qualifications
2011,Wales,W92000004,11778,Age 25 to 49,5. Skilled trades occupations,No qualifications
2011,North East,E12000001,13273,Age 25 to 49,5. Skilled trades occupations,Level 1 qualifications
2011,North West,E12000002,35241,Age 25 to 49,5. Skilled trades occupations,Level 1 qualifications
2011,Yorkshire and The Humber,E12000003,29364,Age 25 to 49,5. Skilled trades occupations,Level 1 qualifications
2011,East Midlands,E12000004,27049,Age 25 to 49,5. Skilled trades occupations,Level 1 qualifications
2011,West Midlands,E12000005,32720,Age 25 to 49,5. Skilled trades occupations,Level 1 qualifications
2011,East,E12000006,37704,Age 25 to 49,5. Skilled trades occupations,Level 1 qualifications
2011,London,E12000007,27119,Age 25 to 49,5. Skilled trades occupations,Level 1 qualifications
2011,South East,E12000008,50647,Age 25 to 49,5. Skilled trades occupations,Level 1 qualifications
2011,South West,E12000009,35484,Age 25 to 49,5. Skilled trades occupations,Level 1 qualifications
2011,Wales,W92000004,16810,Age 25 to 49,5. Skilled trades occupations,Level 1 qualifications
2011,North East,E12000001,14534,Age 25 to 49,5. Skilled trades occupations,Level 2 qualifications
2011,North West,E12000002,39067,Age 25 to 49,5. Skilled trades occupations,Level 2 qualifications
2011,Yorkshire and The Humber,E12000003,31185,Age 25 to 49,5. Skilled trades occupations,Level 2 qualifications
2011,East Midlands,E12000004,28902,Age 25 to 49,5. Skilled trades occupations,Level 2 qualifications
2011,West Midlands,E12000005,35264,Age 25 to 49,5. Skilled trades occupations,Level 2 qualifications
2011,East,E12000006,38436,Age 25 to 49,5. Skilled trades occupations,Level 2 qualifications
2011,London,E12000007,30861,Age 25 to 49,5. Skilled trades occupations,Level 2 qualifications
